JUND	1e-13
IRF4	1e-13
PIM3	1e-13
HSP90AB1	1e-13
CBX4	1e-13
RNMT	1e-13
RAB11FIP1	1e-13
DDX21	1e-13
DDX24	1e-13
CCNL1	1e-13
MX1	1e-13
UBALD2	1e-13
PRRC2C	1e-13
CCDC88A	1e-13
EPC1	1e-13
MAP3K8	1e-13
IFI44L	1e-13
SOX4	1e-13
STK17B	1e-13
EIF2AK2	1e-13
PNN	1e-13
RBM39	1e-13
ANKRD11	1e-13
ARL4C	1e-13
PPP1R15A	1e-13
SRRM2	1e-13
ZNF326	1e-13
YPEL5	1e-13
FCHSD2	1e-13
RBM25	1e-13
SFPQ	1e-13
HSP90AA1	1e-13
SBDS	1e-13
DDX3X	1e-13
PRPF4B	1e-13
ZRANB2	1e-13
HIST1H1E	1e-13
SP110	1e-13
MTRNR2L8	1e-13
NUFIP2	1e-13
HNRNPA3	1e-13
IRF2BP2	1e-13
PDE4B	1e-13
JMJD1C	1e-13
USP15	1e-13
RGS2	1e-13
HNRNPA2B1	1e-13
HNRNPU	1e-13
BOD1L1	1e-13
ANKRD12	1e-13
HSPA5	1e-13
HIST1H1C	1e-13
SON	1e-13
DYNC1H1	1e-13
BTG2	1e-13
BCLAF1	1e-13
NCL	1e-13
GRB2	1e-13
FUS	1e-13
NKTR	1e-13
SCAF11	1e-13
SRSF7	1e-13
RRBP1	1e-13
LCP1	1e-13
SLC15A4	1e-13
KLF13	1e-13
FYTTD1	1e-13
SREK1	1e-13
MCL1	1e-13
LAP3	1e-13
SPCS3	1e-13
CD2AP	1e-13
GALNT2	1e-13
BHLHE40	1e-13
LYN	1e-13
PIK3R1	1e-13
AFF3	1e-13
ATXN7L3B	1e-13
TLN1	1e-13
KLF6	1e-13
PHF3	1e-13
GOLGA4	1e-13
XAF1	1e-13
RSRC2	1e-13
SRSF10	1e-13
COBLL1	1e-13
STAT1	1e-13
GNAS	1e-13
GRAMD1B	1e-13
CDC40	1e-13
ARID1B	1e-13
HERC5	1e-13
GPR183	1e-13
PNISR	1e-13
SF3B2	1e-13
EIF2AK4	1e-13
MAPKAPK2	1e-13
SF1	1e-13
KRR1	1e-13
TRA2B	1e-13
ELF2	1e-13
FAM133B	1e-13
HIST1H1D	1e-13
RBBP6	1e-13
SRRM1	1e-13
PDIA3	1e-13
REL	1e-13
SMPD3	1e-13
PCM1	1e-13
KDM2A	1e-13
PAK2	1e-13
DNTTIP2	1e-13
UVRAG	1e-13
NIN	1e-13
TRIM22	1e-13
CXCR4	1e-13
MED13L	1e-13
NR3C1	1e-13
ITGA4	1e-13
AKAP13	1e-13
HNRNPDL	1e-13
DDX6	1e-13
TOP1	1e-13
FOS	1e-13
ATP5E	1e-13
GNB2L1	1e-13
GPX1	1e-13
ATP5L	1e-13
C14ORF2	1e-13
ATP5G2	1e-13
ATP5I	1e-13
USMG5	1e-13
TCEB2	1e-13
VIMP	1e-13
GLTSCR2	1e-13
C11ORF31	1e-13
ATP5J2	1e-13
C9ORF142	1e-13
ATP5D	1e-13
RPS17	1e-13
C19ORF43	1e-13
SEP15	1e-13
ATP5G3	1e-13
ATP5J	1e-13
ATPIF1	1e-13
ATP5O	1e-13
ATP5EP2	1e-13
ATP5A1	1e-13
POLR2J3	1e-13
S100A8	1e-13
ALDOA	1e-13
C1ORF186	1e-13
ATP5C1	1e-13
ATP5B	1e-13
MYEOV2	1e-13
SHFM1	1e-13
S100A9	1e-13
ATP5G1	1e-13
NBEAL1	1e-13
C14ORF166	1e-13
LINC00493	1e-13
SELT	1e-13
FAM65B	1e-13
FCN1	1e-13
LYZ	1e-13
RPL36A	1e-13
ATP5F1	1e-13
C7ORF73	1e-13
TCEB1	1e-13
ATP5H	1e-13
C10ORF54	1e-13
C20ORF24	1e-13
SELK	1e-13
FAM60A	1e-13
C19ORF60	1e-13
C17ORF89	1e-13
ZNF90	1e-13
BEST1	1e-13
LINC00998	1e-13
FAM105A	1e-13
PEBP1	1.35107089832336e-13
CALR	1.47473564556844e-13
HLA-DQA2	1.66257015596269e-13
TOMM20	1.71015519912214e-13
CERS6	1.84265654064833e-13
ZFP36L2	1.93026989309625e-13
HBB	2.05903512330358e-13
QKI	2.07734669975869e-13
UTRN	2.11270820257477e-13
RTFDC1	2.13423220315799e-13
MKKS	2.62401326367084e-13
FAM26F	2.7294274174359e-13
ADAR	2.8482515985809e-13
CENPC	2.97058739423818e-13
HNRNPAB	3.37744216297081e-13
LGMN	3.37938422459102e-13
LDLRAD4	3.59425582740718e-13
SERTAD2	3.79078179162979e-13
N4BP2	3.93423581039187e-13
VPS13C	4.27965450372061e-13
PNRC1	7.61559433358479e-13
CECR1	8.80002921160545e-13
MEF2D	9.01909417516041e-13
SYNCRIP	9.92960794808066e-13
NASP	1.35472549379055e-12
LY6E	1.68025893800133e-12
ITM2B	1.77317338100403e-12
C16ORF13	2.04812588293044e-12
PLAUR	2.34236514117955e-12
CCDC109B	2.92073439446543e-12
CHD9	3.14534170599027e-12
PLSCR1	3.23216845749697e-12
ISG15	3.43623037278821e-12
BLOC1S1	3.86325045467127e-12
DOCK2	4.53465867367024e-12
ZNF644	4.5416484669455e-12
PLCG2	4.6202032086231e-12
ZC3HAV1	5.05347936384075e-12
WASF2	5.12222639354553e-12
PAXBP1	5.24982332100779e-12
TACC1	5.56054401199497e-12
HNRNPR	6.14390065806227e-12
FNBP4	7.12573264132271e-12
FYB	7.44544694872595e-12
MIA3	7.5446315938677e-12
SEPT2	8.04608526473723e-12
IFI44	8.41868315816391e-12
BTG3	8.4696948968927e-12
PRKCB	9.08172812535796e-12
OTULIN	9.73172073394461e-12
NFKBIZ	1.03662896708041e-11
RGS1	1.08854379842301e-11
SNRPD3	1.10512020543083e-11
KIF5B	1.11870370391621e-11
ASPH	1.17085045897672e-11
GNAI2	1.21013838379852e-11
SNRPA1	1.31232575361568e-11
NUCKS1	1.63430898639421e-11
GNLY	1.88895417982553e-11
CIB2	1.96493408076595e-11
CDC14A	2.01087236070004e-11
C17ORF62	2.53802952646011e-11
SRP72	2.60306374864558e-11
GOLGB1	2.66939594382001e-11
ZEB2	2.75932548419017e-11
C3ORF58	3.08481130361406e-11
IDS	3.24765647408545e-11
COG3	4.01176821310063e-11
ZBTB1	4.11274216466886e-11
ZC3H15	4.34233923883249e-11
CLEC2B	5.07239409868507e-11
ATAD2B	5.20338302575067e-11
WDR43	5.26518629259744e-11
TAF15	5.29810065042214e-11
PTPN1	5.81552938262862e-11
ANP32B	6.26835367818995e-11
TM9SF3	7.35505694136605e-11
PARP14	7.90266741260117e-11
RBM33	8.43963659084691e-11
THEMIS2	8.55135722751041e-11
ILF3	9.26381794789446e-11
MEX3C	1.09740984842296e-10
UFD1L	1.1138553827109e-10
SRSF3	1.20362628836627e-10
LRRFIP1	1.23995003521573e-10
EIF5	1.25267913702066e-10
MBNL1	1.25811990114418e-10
ARHGAP5	1.27925167995839e-10
ALYREF	1.54638901265093e-10
KANSL2	1.61783354978447e-10
MESDC2	1.69792903263748e-10
WBSCR22	1.70863752843411e-10
MYCBP2	1.90393584969557e-10
DHX9	2.16651466588319e-10
AKIRIN2	2.21970821091432e-10
CCDC59	2.31708212967443e-10
MGEA5	2.38105334696194e-10
CLINT1	2.50030249677276e-10
NSA2	2.69621326019399e-10
RBM38	3.28142072091721e-10
ROCK1	3.40504244544762e-10
CDV3	3.48890975914475e-10
PRDM2	3.58808701751746e-10
CYLD	3.7478064056029e-10
MOB1B	3.94250952118652e-10
SLC20A1	3.94250952118652e-10
RIOK3	3.98015124627861e-10
TLK1	4.08867947426279e-10
ARGLU1	4.66550797530436e-10
YY1	5.19305269130249e-10
SF3B1	6.19454384319888e-10
APOA1BP	6.75156821741863e-10
LGALS9	6.7575653947185e-10
SETD2	7.20452813751205e-10
SP100	7.33978044490917e-10
IRF9	7.57682005886708e-10
ZNF292	8.01814552929413e-10
BRD7	8.32655346855747e-10
EIF4A3	8.74620995506397e-10
KIAA0226L	8.74620995506397e-10
KLF10	9.16238140366587e-10
ATRX	9.55493805835713e-10
SFT2D2	9.60372267627633e-10
GGNBP2	9.82247674412674e-10
RTF1	1.0269799680017e-09
TSPYL2	1.03815901829541e-09
MED23	1.0646783571349e-09
BRCA2	1.10784271314358e-09
JAK1	1.12041297680981e-09
MIS18BP1	1.12266612402462e-09
U2SURP	1.30054278064008e-09
SLC38A2	1.30054278064008e-09
HIVEP1	1.41860099604078e-09
HNRNPM	1.43082860503961e-09
SEPW1	1.58295901532434e-09
KMT2E	1.78461930591851e-09
CDK11A	1.82325909150344e-09
HMGB2	1.90948280059415e-09
S100A11	2.01076584301067e-09
CSDE1	2.1068498530452e-09
TCF25	2.14631579141682e-09
RUNX2	2.16632473792073e-09
RNF213	2.18423849817122e-09
BTAF1	2.24297410857746e-09
UPF2	2.4356364706049e-09
ZFP36	2.44400789579585e-09
RWDD1	2.49790054173108e-09
DNAJB14	2.81361981189942e-09
TNFAIP3	2.89356406308258e-09
STRA13	2.91432119645165e-09
CXXC5	2.9690407820259e-09
HNRNPH3	3.38438166776604e-09
NOL7	3.38438166776604e-09
EIF4A1	3.45328879581653e-09
SLC7A5	3.45432644326371e-09
MOB1A	3.50660628761769e-09
EPSTI1	3.83843292149243e-09
DMXL1	3.9357338445411e-09
SEC31A	4.03554682618129e-09
HIST2H2AC	4.13793270832861e-09
FAM204A	4.2935646153538e-09
SEMA7A	4.41986951533743e-09
AKAP9	4.59341361965034e-09
G3BP2	4.90447024084103e-09
BDP1	4.90447024084103e-09
MXD4	5.01464428690273e-09
RASD1	5.10949677571082e-09
GINM1	5.37791861245968e-09
SNRNP200	5.53594631182333e-09
HNRNPU-AS1	5.65489358449709e-09
ATF7IP2	5.66275371402919e-09
NUB1	5.76769963864104e-09
HLA-F	6.665538043432e-09
YME1L1	6.83135777539107e-09
HSH2D	7.01749413781105e-09
APPL1	7.01749413781105e-09
MYO9B	7.61165650694548e-09
DDX46	7.62915266114314e-09
TRIM44	8.43497204796251e-09
GNB1	8.458164825359e-09
REST	9.07640313661963e-09
LBR	9.14692844194239e-09
C11ORF73	9.20236939553932e-09
DDB1	1.00545062028142e-08
FAM103A1	1.03154057978566e-08
SRSF11	1.0591302663178e-08
GRASP	1.0702543467751e-08
DBF4	1.07875240660281e-08
LST1	1.07875240660281e-08
IK	1.09930418167056e-08
TP53BP2	1.11287241593088e-08
SMC5	1.25004567778031e-08
DDHD1	1.32501857806011e-08
FABP5	1.33200118604065e-08
VEGFB	1.42075385537704e-08
SCARB2	1.47660487308987e-08
ISG20	1.6792072397794e-08
SEPT6	1.821066780858e-08
EXOSC6	2.00854954135833e-08
PPP1R2	2.06066691454561e-08
CEBPZ	2.11608052669199e-08
UBXN2A	2.12149872423914e-08
HP1BP3	2.31758146166375e-08
RNF19A	2.35076818784046e-08
DDIT4	2.35076818784046e-08
RNF125	2.48209538463696e-08
SOCS3	2.48660181252539e-08
DEK	2.57032201315909e-08
TCEA1	2.61255087279156e-08
RICTOR	2.77344440858738e-08
DNAJC8	2.79215314815034e-08
RERE	2.97469920903722e-08
C1ORF228	2.97469920903722e-08
SMIM3	3.02300596587026e-08
GADD45B	3.06305534708299e-08
FOXP1	3.09361136885525e-08
SCO2	3.18876707411275e-08
DNAJC2	3.80017127574863e-08
MAP4K4	3.83294734659056e-08
ASXL1	3.93341608546295e-08
HNRNPD	4.2033758232955e-08
MED13	4.29008366568234e-08
PRPF40A	4.33008751755656e-08
COPS2	4.33077854344267e-08
TPR	4.42783383658759e-08
CHML	4.45735078408679e-08
ZCCHC11	4.5686790879166e-08
R3HDM2	4.57837861081703e-08
VPS4B	4.59303728212606e-08
BIRC6	4.84276613355686e-08
LMAN1	4.94021518573644e-08
SAMD9L	5.10464122931602e-08
CD46	5.55862991476884e-08
TAF10	5.84953420583662e-08
HSPA9	6.02576373278952e-08
PRDX6	6.17330800367175e-08
RPN2	6.79698433786774e-08
FXR1	7.1754518186811e-08
TRA2A	7.95435755153098e-08
BCL7A	7.9559948543318e-08
TMEM261	8.2297492218495e-08
ACSL3	8.27672779256547e-08
IFI27	8.78330712501952e-08
TRAPPC10	9.15269020243261e-08
SYAP1	9.41754783050676e-08
MBTPS1	9.44941185775354e-08
PPP2R5C	9.4763200322274e-08
DCP2	9.50216342636169e-08
NAMPT	9.50902073538311e-08
USP18	9.52405053376901e-08
HNRNPUL1	9.73169621774572e-08
INTS10	9.75372199704343e-08
NOP56	1.01014532160613e-07
RBMX	1.02844757741572e-07
LRRC58	1.05533085610826e-07
SERPINA1	1.10825161016483e-07
PKN2	1.13720300043973e-07
EPB41	1.13720300043973e-07
AKIRIN1	1.15261535463983e-07
MX2	1.17146560255325e-07
GZMA	1.21567882380471e-07
PLEKHO1	1.22560467828552e-07
CSNK2A1	1.2289571969232e-07
GTF2F1	1.22953017439727e-07
ZNF207	1.26965289187553e-07
CHD6	1.27156218369634e-07
RBM17	1.27156218369634e-07
SMG6	1.29008910357599e-07
CFLAR	1.29487164754236e-07
FAM195B	1.34040033747129e-07
USP16	1.41850892549851e-07
PTPRA	1.44527006245855e-07
FAM101B	1.60867271747345e-07
LINC00969	1.62854910916831e-07
CAPRIN1	1.66910089322388e-07
CDYL	1.67934580492377e-07
TWISTNB	1.71752945010109e-07
RBM8A	1.72188866079065e-07
HMHA1	1.73291544765877e-07
C18ORF8	1.82045347372241e-07
DNM1L	1.82644132001908e-07
PA2G4	1.89305028296075e-07
SMG1	2.00630558636515e-07
ZBTB18	2.09158498787082e-07
RAB8A	2.11015982407223e-07
KDM1A	2.11373497953806e-07
WDR33	2.25302546852541e-07
ZNF331	2.26337140163331e-07
AREG	2.27817255302367e-07
TFAM	2.32892384234218e-07
HN1	2.3345303945538e-07
TPM4	2.43212447901956e-07
CCDC53	2.43212447901956e-07
MAN1A1	2.43745700869646e-07
WHSC1L1	2.72319223470087e-07
EIF4G3	3.07292753738834e-07
IFI16	3.09421082852604e-07
PTBP3	3.09421082852604e-07
CD14	3.1335740936361e-07
TSC22D3	3.13678611598472e-07
CCDC69	3.1520028609334e-07
GIMAP4	3.1525767506673e-07
SMCHD1	3.15777530633111e-07
MIR22HG	3.31418016940854e-07
NFATC2IP	3.34983097440952e-07
ZNF791	3.40584665402649e-07
XRN1	3.43696293159493e-07
GLS	3.53073264823887e-07
TMED4	3.63181482940042e-07
ZNF800	3.73632646096764e-07
MAPK1IP1L	3.80947380598105e-07
TSC22D1	3.97601993528755e-07
RNF149	4.01635850007279e-07
PTPN11	4.04059764838053e-07
LPGAT1	4.04059764838053e-07
TET2	4.12508295908391e-07
IGHA1	4.18748835078257e-07
YTHDC1	4.18748835078257e-07
ITPR2	4.23762758168805e-07
TKT	4.48030805553906e-07
ZBTB21	4.53915122490582e-07
WBP11	4.54528353991703e-07
SMARCC1	4.57913384956045e-07
SHD	4.59066869384612e-07
DSTN	4.59267696284002e-07
LLPH	4.65564103110876e-07
TRIM8	4.68189046169905e-07
MAP1A	4.82103990344852e-07
VASH2	4.85731908278032e-07
MDFIC	4.90479208682773e-07
SMCO4	4.98504580678504e-07
SNX9	5.06720864128041e-07
MGAT4A	5.131005257687e-07
S100A12	5.15284676425329e-07
HIPK1	5.23268914509628e-07
ACBD5	5.38406413608143e-07
LCOR	5.39683141035237e-07
TWF1	5.39738216513588e-07
UBTF	5.43937175528316e-07
NOP58	5.48960972782394e-07
NAPG	5.70402664294368e-07
C16ORF87	6.06423615814425e-07
RNF4	6.06423615814425e-07
PPA1	6.10685226734804e-07
ACIN1	6.39657964817121e-07
C7ORF55	6.46729437656906e-07
CLK4	6.70836926650134e-07
PDS5A	6.70836926650134e-07
NAPA	6.91391572911047e-07
CD81	6.9896811206726e-07
NHSL2	7.23213492649737e-07
PTMS	7.32128590035411e-07
LINC00657	7.32128590035411e-07
KANSL1	7.48166937377985e-07
XPO1	7.5056184763126e-07
EIF4H	7.62280399779529e-07
CD52	8.19371257567222e-07
CHD2	8.60626576335206e-07
KLF3	9.17658179896017e-07
IRF1	9.25445565427211e-07
SLC35E1	9.52914568698496e-07
ANKRD36	1.00323917300007e-06
SETD7	1.00925224696742e-06
CCNK	1.00925224696742e-06
PJA2	1.04010860584692e-06
C5ORF56	1.1110940145139e-06
ABCE1	1.1293303170605e-06
MSL2	1.16702583173073e-06
TP53I13	1.18940403883288e-06
VDAC2	1.20900185633024e-06
SMARCA5	1.23788539282804e-06
NIPBL	1.24173238419021e-06
SCN9A	1.26425815200025e-06
PRPF8	1.27966577651555e-06
POLB	1.32252571323235e-06
TFRC	1.33892472674443e-06
SLK	1.34115616135488e-06
PTPRS	1.34115616135488e-06
ADRBK1	1.36480999023141e-06
DAPK1	1.38750781478153e-06
MAP2K3	1.39932760410866e-06
TCERG1	1.46138652319417e-06
EGLN2	1.48719115513143e-06
USP34	1.49128588066901e-06
PCNXL4	1.57985904084629e-06
ACAP2	1.5812327417574e-06
MTHFD2L	1.5967156467023e-06
PLEKHD1	1.60625286491504e-06
MIER1	1.61818889126365e-06
ANKRD44	1.62693684627477e-06
FOXN2	1.66586640390986e-06
HIF1A	1.75902786117813e-06
EIF2A	1.7731871820847e-06
UBE2M	1.82849652237482e-06
FNDC3A	1.8933288084239e-06
C3ORF38	1.96256079602504e-06
ZNF652	1.97365639374872e-06
TAX1BP1	2.01255967107047e-06
RB1CC1	2.0342269430173e-06
WDR60	2.23086928497528e-06
TRAC	2.24783831635728e-06
ANAPC5	2.2648708161455e-06
RAB4B	2.2648708161455e-06
RGPD5	2.28239455137217e-06
TCOF1	2.30871491427852e-06
C9ORF78	2.30958011026055e-06
NRDE2	2.36864814085822e-06
SMARCA2	2.50199984556405e-06
DCAF12	2.59173401937004e-06
UBR2	2.62038656669234e-06
CNOT1	2.74222131305708e-06
TUFM	2.74222131305708e-06
HMGXB3	2.75288858645872e-06
HOOK3	2.87962781440372e-06
PI4KA	2.91639684006421e-06
CAST	2.94943319295917e-06
AFF1	2.95806521912767e-06
CNOT2	3.04797587367047e-06
ANAPC15	3.10314664489301e-06
LTV1	3.13129321350004e-06
EIF3A	3.14692124610641e-06
HBA2	3.37065690094073e-06
IQGAP1	3.37065690094073e-06
MDH2	3.3733849105749e-06
C7ORF49	3.44126436699355e-06
GADD45A	3.46115385779775e-06
RASSF2	3.54378766484571e-06
KIAA1551	3.56269792698651e-06
SOCS1	3.61714880667673e-06
WDFY4	3.67770681908133e-06
CHD4	3.87911739042352e-06
PSMD7	3.87911739042352e-06
RASSF5	3.90859444537999e-06
ENSA	3.9582682150594e-06
TMEM87A	3.9746747512874e-06
FBXW7	4.00932869060521e-06
SLC25A36	4.08322296987438e-06
CSNK2A2	4.12622606628871e-06
TMOD3	4.19908241212933e-06
HYOU1	4.19908241212933e-06
EPB41L4A-AS1	4.20873139343198e-06
KDELR1	4.2587302252657e-06
CFD	4.41108756227678e-06
SH3GLB2	4.47406332843965e-06
BCL2L11	4.4898825693422e-06
IFRD1	4.51134379940631e-06
